x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24
1906,2476,2481,2479,2478,2473,2465,2477,2481,2480,2472,2417,2056,1349,772,539,479,472,482,553,627,471,98,0
63,64,64,63,62,63,62,64,62,63,64,64,53,30,19,17,21,15,16,18,22,12,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
