hr,LB_per_hr,UB_per_hr,CI_per_hr
1,958.935344032129,53364.29517059195,2765.784108439578
3,4451.909108583988,49244.0243795426,2593.415850258908
6,7190.055171059577,42010.472323418115,2374.1545637178774
