hr,LB_per_hr,UB_per_hr,CI_per_hr
1,10792.060909734926,42730.301041869796,2298.6467419095466
3,14616.43033012584,40973.71786079232,2251.8002200979918
6,16757.02499623327,38618.39773424382,2113.673582764439
