hr,LB_per_hr,UB_per_hr,CI_per_hr
1,13817.174673571395,59270.72988277695,2715.7622566302966
3,21738.46996024469,59260.61596988715,2719.9032358596096
6,25606.102365394356,53923.53674452816,2458.0871907224187
