hr,LB_per_hr,UB_per_hr,CI_per_hr
1,20866.04691665344,43234.50093065795,2141.9121198417233
3,25449.33439509017,43106.97004017824,2164.3604463068577
6,27071.414268935107,41903.30615554948,2074.43123128585
