hr,LB_per_hr,UB_per_hr,CI_per_hr
1,6237.479053992793,15287.047587608831,1104.7380080669548
3,8347.893416982877,14402.72609200286,1087.6885147534772
6,8967.296155411146,14749.7466415442,1108.8884013442585
