hr,LB_per_hr,UB_per_hr,CI_per_hr
1,3425.132252150719,13303.938980209437,1057.2957524257872
3,5209.260717389318,12240.701323225918,1002.3036579962959
6,6128.009842736839,12708.879990293175,1063.5110779381178
