x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60
815,2252,647,526,590,357,421,571,654,717,993,926,1320,1956,1327,650,660,575,488,570,798,914,875,1258,1121,1851,832,506,717,561,527,552,911,915,644,905,923,1328,858,520,548,381,511,543,852,1105,464,753,648,806,439,359,342,322,499,633,905,772,36,0
47,65,64,55,55,46,41,67,59,72,27,93,74,86,49,55,57,61,55,38,46,71,12,95,53,56,89,66,65,76,73,34,40,61,32,75,33,65,79,55,61,51,49,46,36,77,20,83,55,57,52,53,48,42,48,44,54,70,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
