hr,LB_per_hr,UB_per_hr,CI_per_hr
1,2991.0849946735125,33008.98111297485,1974.5115715207264
3,6096.148306923658,30784.16023419863,1933.6153593495342
6,8071.314317241189,34508.18066137846,2029.359803662447
