x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24
1619,2354,2356,2356,2352,2353,2356,2356,2359,2358,2354,2332,2096,1342,909,648,531,575,560,434,427,438,46,0
11,12,66,63,122,179,112,96,39,31,31,6,36,21,44,42,36,37,40,25,25,26,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
