x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,x101,x102,x103,x104,x105,x106,x107,x108,x109,x110,x111,x112,x113,x114,x115,x116,x117,x118,x119,x120
1566,1786,1783,1786,1787,1782,1791,1791,1792,1792,1786,1786,1786,1785,1787,1787,1787,1788,1787,1790,1792,1792,1786,1786,1787,1786,1787,1784,1783,1788,1789,1792,1792,1792,1786,1786,1786,1781,1780,1783,1781,1785,1787,1790,1791,1791,1786,1784,1785,1787,1787,1783,1786,1785,1787,1789,1791,1792,1786,1786,1789,1786,1785,1784,1785,1787,1786,1789,1790,1791,1785,1786,1787,1776,1781,1771,1767,1762,1754,1773,1788,1787,1781,1782,1778,1755,1714,1663,1634,1624,1622,1666,1689,1750,1722,1717,1631,1462,1325,1227,1125,1159,1167,1195,1239,1241,1192,1008,892,710,583,533,534,471,465,461,438,409,47,0
10,12,28,28,28,28,29,29,29,29,29,29,18,18,29,28,28,28,28,29,29,29,29,21,11,21,29,29,29,29,29,29,29,29,8,23,12,15,29,29,29,29,29,29,29,29,19,4,14,22,29,29,29,29,29,29,29,28,18,10,10,13,29,29,29,29,29,29,29,28,10,22,15,23,29,29,29,29,29,28,29,29,13,29,18,22,29,28,26,26,28,28,29,29,10,29,27,17,25,18,16,18,18,19,18,20,13,16,15,11,10,8,10,9,11,12,9,8,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
