x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24
1775,2500,2505,2502,2498,2495,2493,2498,2503,2507,2494,2412,1998,1379,766,518,487,490,463,522,606,470,91,0
66,67,67,66,66,67,66,67,67,67,67,63,56,38,20,19,22,18,16,14,23,17,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
