x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96
2123,2491,2490,2487,2489,2492,2492,2496,2496,2498,2492,2492,2492,2490,2492,2495,2496,2496,2496,2496,2497,2498,2492,2492,2493,2492,2494,2487,2492,2491,2492,2493,2496,2498,2490,2491,2492,2488,2489,2489,2488,2483,2489,2496,2496,2498,2492,2492,2490,2489,2490,2482,2484,2479,2488,2493,2493,2496,2488,2488,2482,2470,2415,2349,2347,2322,2318,2361,2394,2424,2401,2407,2350,2190,2006,1897,1890,1873,1875,1882,1897,1941,1860,1789,1472,1099,1004,840,754,723,744,721,754,799,124,0
7,10,65,60,64,64,65,65,34,25,13,20,17,26,56,65,65,65,65,65,41,54,9,17,15,17,49,64,65,65,65,65,44,19,8,26,10,15,32,64,64,64,65,65,46,46,14,5,15,19,31,64,64,64,64,65,37,41,7,8,8,18,31,58,57,59,60,60,61,43,9,13,12,14,51,45,45,43,47,48,47,41,7,25,22,19,25,22,20,18,20,16,14,18,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
