x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,x101,x102,x103,x104,x105,x106,x107,x108,x109,x110,x111,x112,x113,x114,x115,x116,x117,x118,x119,x120
820,857,857,856,859,858,856,858,857,858,858,857,856,856,858,856,854,855,857,860,860,860,857,858,859,858,854,852,852,850,852,857,857,860,858,857,856,858,852,850,850,850,849,855,860,860,855,858,860,859,854,852,854,853,854,855,858,860,857,855,857,858,854,849,845,843,847,846,851,857,857,853,853,840,836,828,821,817,817,832,838,853,843,824,827,817,768,736,734,739,737,734,739,768,786,773,705,705,627,553,548,568,562,601,602,600,600,479,430,326,293,255,245,250,253,313,375,304,95,0
33,1,3,4,2,3,5,3,4,4,2,2,2,3,1,2,4,3,3,2,2,1,2,2,2,3,2,2,2,5,3,2,3,1,2,2,2,1,4,4,5,7,5,4,2,1,5,2,1,2,4,3,3,4,3,3,2,1,2,4,2,2,3,4,4,2,3,2,4,1,3,4,6,7,10,3,9,7,7,5,5,1,2,4,21,18,15,16,8,6,7,5,5,4,9,5,30,9,9,12,11,5,3,6,13,16,10,37,19,20,15,15,19,28,11,13,38,3,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
