x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24
2223,2489,2483,2473,2467,2470,2465,2470,2480,2477,2443,2222,1863,1242,812,578,500,488,486,638,460,411,70,0
36,60,92,90,90,92,91,91,91,92,76,88,71,49,26,23,17,16,20,23,31,12,3,0
236,266,266,266,266,266,262,264,265,265,266,254,193,134,75,59,49,47,55,75,58,23,9,0
