x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96
1770,1988,1988,1987,1986,1989,1989,1993,1993,1995,1989,1989,1989,1987,1989,1992,1993,1993,1993,1993,1994,1995,1989,1989,1990,1989,1991,1984,1989,1988,1989,1990,1993,1995,1987,1988,1989,1985,1986,1986,1986,1981,1986,1993,1993,1995,1989,1989,1987,1986,1987,1979,1982,1976,1986,1990,1991,1994,1986,1985,1982,1979,1945,1890,1886,1864,1850,1887,1915,1949,1918,1917,1870,1729,1580,1494,1496,1487,1493,1514,1529,1556,1488,1448,1174,895,796,666,601,581,594,585,630,675,118,0
7,10,34,33,33,33,34,34,34,25,13,20,17,26,34,34,34,34,34,34,34,34,9,17,15,17,34,33,34,34,34,34,34,19,8,26,10,15,32,33,33,33,34,34,34,34,14,5,15,19,31,33,34,33,34,34,34,34,7,8,8,18,31,31,31,33,31,32,33,34,9,13,12,14,29,25,27,26,29,29,29,29,7,24,22,16,18,16,15,15,15,11,11,13,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
