x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24
1365,11921,2033,1744,2026,1358,1687,2144,4224,5302,5906,4264,2879,2834,1090,822,885,1009,1155,1325,1405,1061,34,0
21,20,23,25,24,33,17,24,17,15,8,18,16,18,18,19,23,24,24,23,23,18,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
