hr,LB_per_hr,UB_per_hr,CI_per_hr
1,5666.423979315572,31427.515944427705,1808.9853083593898
3,8499.638154522112,28384.049285728724,1721.0962545557527
6,10421.953992867011,30921.44997302872,1886.0116218605958
