hr,LB_per_hr,UB_per_hr,CI_per_hr
1,547.4421698932699,17047.363667181646,1203.1727474365432
3,1316.1226590876222,15502.62968544369,1193.8882132432002
6,2437.3822978943117,15390.523772638804,1273.7935328099104
