iter,LB,time
1,0.0,0.5627381801605225
2,0.0,0.5627381801605225
3,0.0,0.5872900485992432
4,0.0,2.3400180339813232
5,0.0,3.2796859741210938
6,0.0,4.2329089641571045
7,0.0,5.190991163253784
8,0.0,6.159995079040527
9,0.0,41.17265009880066
10,0.0,41.17265009880066
11,0.0,41.172675132751465
12,0.0,44.177491188049316
13,0.0,46.94263005256653
14,0.0,49.71449899673462
15,0.0,52.526127099990845
16,0.0,55.706528186798096
17,0.0,79.12473917007446
18,0.0,79.12473917007446
19,0.0,79.12476801872253
20,0.0,83.10873603820801
21,0.0,87.17947912216187
22,0.6680656344447264,91.67939114570618
23,6.57029561056404,95.7093939781189
24,7.092458434947687,99.74229502677917
25,13.378473175631104,103.89920496940613
26,19.66087433979066,108.30047798156738
27,21.88810757431895,112.50967311859131
28,23.134785300478345,117.19739103317261
29,23.15069243580623,121.29602003097534
30,32.00825596901912,125.67824101448059
31,33.49779747140049,130.11666107177734
32,33.50164303332915,134.47041511535645
33,39.0580245788577,138.74373817443848
34,45.61314043445342,143.03624296188354
35,46.69862722746597,147.62686800956726
36,50.21996591376492,151.89608001708984
37,51.37455222579763,156.28065705299377
38,57.519470585766925,160.89728307724
39,58.46583927332996,165.37423706054688
40,59.97802908705788,169.84983801841736
41,60.001224438598996,174.66710495948792
42,112.85195426008875,179.22043108940125
43,124.38701720393348,183.68665599822998
44,126.18107611001795,188.16715216636658
45,140.27760685187005,192.41754603385925
46,142.57286508324978,196.98266315460205
47,143.68846331205575,202.04934310913086
48,150.35760639428997,206.73241996765137
49,151.76606747622196,211.13103818893433
50,151.85442146426897,215.54691410064697
51,152.58970021388387,220.72543597221375
52,153.97582710051347,225.61684012413025
53,154.55728095862074,231.045902967453
54,156.71544569279,235.8064730167389
55,159.7939843074118,240.4814591407776
56,159.79594301518722,244.95083618164062
57,162.11524020415405,249.5149691104889
58,206.47225355561454,254.35583400726318
59,273.3790916375447,259.2669770717621
60,273.515774727926,263.9673869609833
61,274.7921551267366,268.491024017334
62,306.38517489806657,273.0960531234741
63,350.42883482094174,277.49402117729187
64,356.8714675584052,282.11258912086487
65,372.33315346658674,287.0442171096802
66,398.97402273596515,291.9289581775665
67,403.27438188285925,296.75867915153503
68,424.31785627352815,301.5705711841583
69,428.67686311815396,306.4254641532898
70,489.31005858040066,311.5647110939026
71,507.44174897703493,316.6071729660034
72,544.3860392511349,321.2979111671448
73,546.1291001632688,326.2363841533661
74,577.5397708005225,330.93431997299194
75,632.851120682393,335.8660960197449
76,654.9324185080973,340.8283941745758
77,666.5078468964937,345.9372169971466
78,668.2328358855424,350.95038509368896
79,670.6346134271662,355.81441617012024
80,683.7450491153925,360.60960817337036
81,730.2850452338118,365.7959179878235
82,761.9679839977009,370.6898920536041
83,771.9401875165123,376.3798670768738
84,793.0189742395976,381.6691060066223
85,814.8530813117826,386.60126304626465
86,817.8340103628454,391.6654269695282
87,841.9781093617188,396.73229598999023
88,850.0339978365844,402.00863909721375
89,871.63481012688,407.357253074646
90,875.5870701366617,412.6597011089325
