hr,LB_per_hr,UB_per_hr,CI_per_hr
1,23860.57326404405,56278.03381529503,2617.4949857393576
3,29753.200031684693,55860.01166584263,2588.166756129871
6,32024.477558287093,55151.306243510124,2574.89580895774
