x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24
231,971,241,158,190,117,101,146,168,196,247,562,434,458,167,71,92,98,109,182,248,684,51,0
164,199,115,83,61,52,48,86,86,91,113,322,137,171,69,25,23,45,23,59,104,266,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
