x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24
0,0,0,0,0,3256,3245,3249,3257,0,0,0,0,0,0,0,0,634,590,854,643,0,0,0
0,0,0,0,0,5,10,8,7,0,0,0,0,0,0,0,0,30,129,190,69,0,0,0
2789,3301,3299,3295,3278,0,0,0,0,3275,3256,3090,2583,1802,1113,851,704,0,0,0,0,579,105,0
