x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,x101,x102,x103,x104,x105,x106,x107,x108,x109,x110,x111,x112,x113,x114,x115,x116,x117,x118,x119,x120
0,0,0,0,0,2133,2136,2136,2143,0,0,0,0,0,0,0,0,2132,2134,2139,2142,0,0,0,0,0,0,0,0,2136,2137,2141,2143,0,0,0,0,0,0,0,0,2134,2136,2141,2143,0,0,0,0,0,0,0,0,2138,2139,2139,2141,0,0,0,0,0,0,0,0,2133,2137,2135,2140,0,0,0,0,0,0,0,0,2120,2121,2123,2131,0,0,0,0,0,0,0,0,1972,1945,1961,1991,0,0,0,0,0,0,0,0,1353,1338,1394,1427,0,0,0,0,0,0,0,0,632,661,538,533,0,0,0
0,0,0,0,0,3,4,6,1,0,0,0,0,0,0,0,0,4,4,3,1,0,0,0,0,0,0,0,0,4,3,2,1,0,0,0,0,0,0,0,0,4,5,2,1,0,0,0,0,0,0,0,0,3,4,3,2,0,0,0,0,0,0,0,0,5,4,3,3,0,0,0,0,0,0,0,0,7,6,6,5,0,0,0,0,0,0,0,0,9,6,4,6,0,0,0,0,0,0,0,0,11,12,14,14,0,0,0,0,0,0,0,0,14,31,24,1,0,0,0
1792,2137,2139,2138,2137,0,0,0,0,2144,2141,2140,2140,2137,2131,2130,2134,0,0,0,0,2144,2141,2141,2143,2141,2138,2137,2135,0,0,0,0,2144,2141,2141,2141,2139,2140,2141,2139,0,0,0,0,2144,2140,2141,2141,2143,2143,2139,2141,0,0,0,0,2144,2141,2140,2141,2140,2140,2138,2138,0,0,0,0,2144,2137,2139,2142,2138,2136,2130,2126,0,0,0,0,2141,2137,2138,2133,2103,2081,2069,2011,0,0,0,0,2057,2039,1999,1919,1794,1555,1438,1386,0,0,0,0,1546,1518,1295,1163,932,800,705,659,0,0,0,0,528,48,0
