hr,LB_per_hr,UB_per_hr,CI_per_hr
1,6910.276509064394,14166.748817419788,1064.8662760453292
3,8162.964591752559,15104.611967216837,1109.893784177901
6,9005.711094315793,14854.439721542469,1124.1496316244725
