iter,LB,time
1,0.0,0.5972261428833008
2,0.0,0.5972261428833008
3,0.0,0.6264040470123291
4,0.0,1.6718571186065674
5,0.0,1.897156000137329
6,0.0,2.1221752166748047
7,0.0,2.445918083190918
8,0.0,2.6712050437927246
9,0.0,13.164076089859009
10,0.0,13.164076089859009
11,0.0,13.16411018371582
12,0.0,14.185650110244751
13,0.0,14.94307804107666
14,0.0,15.73726511001587
15,1.0498155681985278e-5,16.48303508758545
16,3.0775900261630464e-5,17.199088096618652
17,3.0775900261630464e-5,18.10283613204956
18,5.735243751350442e-6,18.873805046081543
19,5.735243751350442e-6,23.30969500541687
20,5.735243751350442e-6,23.30969500541687
21,0.00014858098893456764,23.309715032577515
22,0.06918879408787572,24.160104036331177
23,0.08570461476471591,25.006132125854492
24,0.12189774543278237,25.803267002105713
25,0.5134246375895339,26.55780816078186
26,3.721013423585139,27.419084072113037
27,3.7983285079428732,28.28943109512329
28,3.8258451578027115,29.103365182876587
29,3.831872903087519,29.835153102874756
30,4.027254688341018,30.662079095840454
31,4.397091077799924,31.5086669921875
32,4.472010054254342,32.250142097473145
33,4.7742682655021085,33.15947508811951
34,4.924715980248832,34.04170513153076
35,5.110826261235969,34.96555519104004
36,5.115819047977163,35.81369614601135
37,5.163259754033817,36.56492614746094
38,5.186688582043815,37.348764181137085
39,5.217921210212308,38.242192029953
40,5.295526184752705,39.14564514160156
41,5.300015038276591,40.02466106414795
42,5.3198276082823135,40.886855125427246
43,6.068280430467618,41.84327721595764
44,7.522070493921872,42.744160175323486
45,7.6498324374036955,43.58971619606018
46,7.877451322930867,44.477227210998535
47,8.415348603173939,45.39707612991333
48,8.418755250533179,46.24078321456909
49,8.683637701680937,47.0880401134491
50,8.759219408298296,47.934974193573
51,8.765384318920027,49.00277805328369
52,8.80241265054267,49.88540506362915
53,8.812201168419655,50.847602128982544
54,9.638972985404038,51.718908071517944
55,9.695893559120304,52.61694622039795
56,9.834767275015807,53.49487900733948
57,9.903346164660096,54.353474140167236
58,10.204644529214312,55.370272159576416
59,10.245419263953554,56.3010311126709
60,11.133175205991899,57.236258029937744
61,11.212669879321801,58.30307221412659
62,11.211934592801882,59.105027198791504
63,11.246689763053519,60.01503801345825
64,11.48311718375232,61.02725601196289
65,11.83959945788579,62.03019905090332
66,11.8474655948134,63.01635813713074
67,11.868307743163399,63.93779802322388
68,11.87832506593646,65.02095699310303
69,11.929065019540829,65.93030309677124
70,11.929711681095725,66.890958070755
71,12.017938072492216,67.75975108146667
72,12.017938072492216,68.97439813613892
73,12.05276752755743,70.04223108291626
74,12.073556709100572,71.00800800323486
75,12.073556709100579,71.92707300186157
76,12.106757125120811,72.90228509902954
77,12.156887226750797,73.8807590007782
78,12.276970280831824,74.77472305297852
79,12.569231060001966,75.92838311195374
80,12.569231060001966,76.79217314720154
81,12.571692917351754,77.69625401496887
82,12.587724427715827,78.64465117454529
83,12.608132094543471,79.74721908569336
84,12.652831756876799,80.72887015342712
85,12.652831756876799,81.94150519371033
86,12.676794133343519,82.96465516090393
87,12.97746779094314,84.08165502548218
88,12.985701051622819,85.24827313423157
89,13.07154499646736,86.32513403892517
90,13.13033620620337,87.36684608459473
91,13.135547898384232,88.41776204109192
92,13.617582705311918,89.48608207702637
93,13.716719795921307,90.5258960723877
94,13.738268925931315,91.55958199501038
95,13.743498061012751,92.61386513710022
96,14.296514677928789,93.68671703338623
97,14.299018013045984,94.57760310173035
98,14.306859318275045,95.47484111785889
99,14.633965299404764,96.6910650730133
100,14.682312080745238,97.80184721946716
101,14.682310629716866,99.04153418540955
102,14.79463026466703,100.01881217956543
103,14.79463026466703,100.84547519683838
104,14.87961762360554,101.90413618087769
105,14.93303340109177,102.90439701080322
106,15.046871828135915,104.08113503456116
107,15.04687037710752,105.17127013206482
108,15.06320510723262,106.32816004753113
109,15.064459749333459,107.48291206359863
110,15.20076252931517,108.70471119880676
111,15.228465619886109,109.80973815917969
112,15.232322170557659,111.03352499008179
113,15.251971271029412,112.31130719184875
114,15.334862386371043,113.40466904640198
115,15.3372491514123,114.55486917495728
116,15.556394065634382,115.87509608268738
117,15.635679744959056,117.05020809173584
118,15.64548987874149,118.23754620552063
119,15.649353437766127,119.37710618972778
120,15.657275546604499,120.58975005149841
121,15.683144472285143,121.75184321403503
122,15.709016283022319,122.70092511177063
123,15.9211688753179,123.90461707115173
124,15.921452665769571,124.94624209403992
125,15.921584105829044,125.8808000087738
126,15.931789767562199,127.04137015342712
127,15.931789767562183,128.09872722625732
128,15.936039367607863,129.40264010429382
129,15.99843948482254,130.4556121826172
130,16.274709607464526,131.623300075531
131,16.301158053614973,132.84810614585876
132,16.34741349402566,134.00970911979675
133,16.37783721008008,135.2439980506897
134,16.385932238743717,136.5415961742401
135,16.41593566907626,137.56355810165405
136,16.416041103445597,138.6154351234436
137,16.419099462845075,139.9041621685028
138,16.427177397058212,141.02693009376526
139,16.86986365207817,142.3859040737152
140,16.869862141094004,143.3462221622467
141,16.944796407145844,144.45097422599792
142,16.997817098472282,145.80345916748047
143,17.010092542808096,147.02357006072998
144,17.04455644044655,148.39071607589722
145,17.14911383710239,149.50734305381775
146,17.14911383710239,150.75681614875793
147,17.181069177951795,152.00451922416687
148,17.189409293537885,153.14734601974487
149,17.243609337454853,154.4972801208496
150,17.243609337454814,155.69124102592468
151,17.273732839213558,156.757080078125
152,17.358034621721664,158.02273201942444
153,17.36310873986001,159.18094301223755
154,17.381316711002817,160.1508641242981
155,17.389943298078865,161.1766641139984
156,17.429068735466515,162.20848608016968
