x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24
0,0,0,0,0,2516,2521,2520,2520,0,0,0,0,0,0,0,0,586,524,471,424,0,0,0
0,0,0,0,0,6,2,3,4,0,0,0,0,0,0,0,0,13,19,2,4,0,0,0
1710,2520,2523,2523,2523,0,0,0,0,2523,2518,2479,2211,1437,963,647,608,0,0,0,0,430,31,0
