hr,LB_per_hr,UB_per_hr,CI_per_hr
1,292.52897313583526,1101.8319877703923,223.12269873327915
3,529.1962289181813,1102.8431866036613,211.50135979075955
6,640.4260974824698,1010.239600145012,204.90244882741
