hr,LB_per_hr,UB_per_hr,CI_per_hr
1,7843.930960135797,19615.553119313034,1285.1864205459735
3,9643.6352966718,20420.897149905843,1324.1300514741604
6,10300.521966720891,19652.598137348494,1288.4258612224073
