x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60
1960,2404,2407,2405,2406,2406,2409,2411,2411,2411,2405,2404,2401,2400,2401,2398,2401,2403,2406,2409,2410,2410,2404,2404,2405,2401,2402,2394,2386,2380,2389,2395,2401,2403,2385,2387,2338,2253,2126,2044,1973,1978,1935,1962,1972,2000,2070,1882,1637,1247,963,783,776,713,717,702,685,692,40,0
9,18,53,80,80,80,80,80,49,29,28,22,18,16,53,80,79,79,79,79,46,41,16,24,12,16,52,78,78,78,79,77,49,21,4,30,18,17,50,64,66,64,62,64,51,37,7,5,13,30,31,29,27,25,26,27,26,25,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
