hr,LB_per_hr,UB_per_hr,CI_per_hr
1,440.0665183681922,844.386592250968,202.523932039004
3,519.7066522122831,1134.3095821686225,214.68587986555104
6,572.3815451059921,995.6088833678627,216.62247673923736
