x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24
1250,1651,1648,1642,1640,1635,1642,1643,1643,1650,1651,1538,1235,893,574,379,370,357,339,351,612,378,93,0
122,3,8,10,7,7,7,6,7,3,2,39,104,52,25,32,36,32,60,132,29,4,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
