x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24
512,1822,484,312,378,216,212,302,375,458,567,979,776,712,494,189,199,193,197,399,473,827,62,0
171,205,120,99,80,75,58,96,92,98,113,325,140,173,153,95,56,81,62,127,106,268,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
