hr,LB_per_hr,UB_per_hr,CI_per_hr
1,10766.727116940467,42268.234226981374,2286.5866798044817
3,14555.906763262086,39501.12765286452,2180.4863248278066
6,17008.58523343612,39200.8249158716,2170.2509274953813
