hr,LB_per_hr,UB_per_hr,CI_per_hr
1,102.97513763585629,1129.207660194776,226.18181098789412
3,201.14107357455077,1300.563611141176,233.89184780558665
6,291.4133782997225,934.3070458321229,201.84183978002477
