hr,LB_per_hr,UB_per_hr,CI_per_hr
1,13862.727562634862,63114.957008269404,2958.788274420462
3,21327.92802111605,60062.985533925035,2806.7225159861227
6,24935.110231931056,56700.93140163548,2563.525199162378
