hr,LB_per_hr,UB_per_hr,CI_per_hr
1,6941.476973645287,43669.315723823755,2357.0301685040968
3,10913.804378375062,40205.13538927751,2173.50890369378
6,12562.830480620161,38633.83726269287,2114.1710781479896
