hr,LB_per_hr,UB_per_hr,CI_per_hr
1,1650.1955751774822,49196.010659200256,2670.8566452468576
3,4881.826384071054,44272.373013919496,2378.5954087425184
6,6777.966128731485,42597.711105306,2330.914900167469
