x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60
0,0,0,0,0,1346,1351,1354,1355,0,0,0,0,0,0,0,0,1348,1349,1350,1351,0,0,0,0,0,0,0,0,1340,1343,1344,1349,0,0,0,0,0,0,0,0,1128,1101,1143,1152,0,0,0,0,0,0,0,0,431,476,446,468,0,0,0
0,0,0,0,0,3,2,1,1,0,0,0,0,0,0,0,0,4,3,3,3,0,0,0,0,0,0,0,0,3,2,3,3,0,0,0,0,0,0,0,0,3,9,3,14,0,0,0,0,0,0,0,0,9,10,20,5,0,0,0
1201,1350,1349,1348,1349,0,0,0,0,1356,1354,1353,1354,1353,1354,1352,1352,0,0,0,0,1356,1354,1353,1355,1349,1348,1346,1341,0,0,0,0,1354,1349,1347,1346,1297,1275,1207,1159,0,0,0,0,1179,1155,1006,921,746,603,519,475,0,0,0,0,482,38,0
