x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24
0,0,0,0,0,2288,2286,2292,2288,0,0,0,0,0,0,0,0,454,461,640,496,0,0,0
0,0,0,0,0,4,7,5,5,0,0,0,0,0,0,0,0,30,91,132,54,0,0,0
2089,2314,2312,2309,2299,0,0,0,0,2300,2288,2191,1851,1280,807,622,494,0,0,0,0,434,92,0
