hr,LB_per_hr,UB_per_hr,CI_per_hr
1,7252.521490275337,43667.19741804102,2359.8156346329943
3,11001.022259885272,39785.304141911634,2226.502163105367
6,13672.263013223528,38397.25025632641,2085.3349204490796
