x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60
1190,3419,895,704,848,506,601,790,932,1051,1555,1361,1921,2880,1909,908,941,750,690,818,1177,1349,1333,1807,1712,2868,1193,726,988,734,724,788,1315,1368,951,1338,1392,1970,1283,716,755,519,691,744,1170,1496,693,1132,912,1042,546,446,441,404,602,816,1174,975,49,0
47,65,64,55,56,46,41,68,60,72,27,93,74,86,49,56,59,62,55,38,46,71,12,95,53,56,89,67,65,76,74,35,40,61,32,75,33,65,79,55,62,52,50,47,36,77,22,83,55,57,52,55,49,42,48,44,54,70,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
