x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60
3205,4382,4378,4377,4378,4383,4387,4392,4396,4397,4396,4395,4395,4393,4390,4388,4391,4389,4391,4396,4396,4398,4391,4392,4392,4387,4376,4349,4352,4321,4336,4328,4360,4376,4379,4346,4228,3846,3628,3573,3472,3438,3484,3491,3546,3546,3429,3041,2532,2097,1732,1348,1243,1220,1118,1100,1077,1172,47,0
8,3,6,8,7,6,5,3,2,1,2,1,2,1,4,4,3,6,3,3,3,1,5,2,2,3,7,5,4,6,6,5,5,4,6,8,13,30,14,14,11,21,8,14,17,7,12,71,105,12,7,17,23,43,147,22,7,2,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
