hr,LB_per_hr,UB_per_hr,CI_per_hr
1,2453.409035604094,16532.09557640415,1221.8098746552812
3,4040.3640167504354,12963.62002634687,1023.8967600000833
6,5072.716441241102,12915.131429950783,1022.3231186900833
