hr,LB_per_hr,UB_per_hr,CI_per_hr
1,6915.501465595198,14057.18502654137,1054.4945979516137
3,8155.631187019831,15258.629526753342,1106.1202068644648
6,8832.12435416987,13790.647901299248,1066.2724739350278
