x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24
0,0,0,0,0,4453,4458,4455,4459,0,0,0,0,0,0,0,0,986,874,766,661,0,0,0
0,0,0,0,0,8,3,4,4,0,0,0,0,0,0,0,0,16,22,2,5,0,0,0
2473,4456,4461,4461,4462,0,0,0,0,4460,4455,4372,3895,2529,1696,1152,1090,0,0,0,0,686,49,0
