hr,LB_per_hr,UB_per_hr,CI_per_hr
1,20440.03010572177,43158.35563821485,2171.7114206838537
3,24748.577097791618,43057.37568550764,2142.924968471485
6,26423.440339175875,40410.11560431039,2047.6886692499652
