x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60
525,548,551,549,549,553,554,556,558,559,559,555,555,554,552,552,553,552,553,556,557,559,556,555,558,556,553,550,542,551,550,553,554,556,552,557,537,528,497,479,471,476,475,488,499,506,502,454,370,332,266,200,208,187,201,237,236,223,77,0
29,4,2,4,3,3,2,1,2,1,1,5,4,3,3,3,4,4,2,2,1,1,2,2,2,1,3,5,7,5,3,3,2,2,3,2,15,7,11,13,9,12,8,9,3,4,3,3,7,11,18,16,3,20,22,9,69,4,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
