x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24
1766,1879,1875,1859,1847,1842,1831,1851,1855,1864,1849,1731,1316,887,652,469,427,408,461,678,384,383,78,0
39,3,6,6,5,4,10,4,7,6,4,51,90,68,34,19,29,45,29,25,115,1,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
