hr,LB_per_hr,UB_per_hr,CI_per_hr
1,8802.515086421963,29835.16422734146,1801.3602940979802
3,12272.388452034276,29522.95761654868,1781.1241182290787
6,13842.195228080158,27967.942525325347,1692.5474279374023
