hr,LB_per_hr,UB_per_hr,CI_per_hr
1,8642.776266439423,42736.48410846054,2333.200073877437
3,12648.436293514816,42767.029015342865,2304.276897626865
6,15589.714268130834,39099.13910396264,2195.8682774728272
