hr,LB_per_hr,UB_per_hr,CI_per_hr
1,1166.3938084720237,1575.5852658179956,244.8480350139509
3,1279.0255180903405,1906.205385434799,281.30329999283407
6,1313.0194292327246,1597.1663544099763,247.44273662369068
12,1348.7122059609,1749.9487037987612,286.47924569578714
24,1392.5381404561167,1644.8236036286391,267.54587105870564
48,1427.1539924873541,1466.6236798142738,240.443241384358
