x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24
2067,3023,3020,3017,3019,3014,3017,3020,3012,2999,3008,2946,2498,1624,1122,760,681,658,628,529,473,524,46,0
13,2,3,5,3,7,5,5,7,8,6,19,61,32,22,17,31,11,47,6,8,3,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
