x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24
2238,3710,3712,3712,3708,3709,3711,3709,3714,3711,3707,3671,3273,2077,1351,965,784,813,779,607,582,613,54,0
11,12,66,63,122,166,112,96,39,31,31,6,36,21,44,81,67,71,67,45,43,45,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
