hr,LB_per_hr,UB_per_hr,CI_per_hr
1,1115.0704347083633,1545.183386051239,252.27454866076178
3,1255.4435353702934,1823.5948777214453,286.64358445711184
6,1310.925112761432,1422.3011983779584,224.99434699917637
12,1348.890588034461,1477.9306656626336,233.53368290521428
24,1388.170219992464,1625.5676655397124,253.57254977773118
48,1418.8965021350612,1629.3467625160672,262.78044017967846
