x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24
3276,7229,7231,7233,7229,7228,7227,7227,7233,7226,7219,7078,6263,4021,2648,1841,1542,1522,1395,1082,975,957,62,0
11,12,66,63,122,166,112,96,39,31,31,6,36,21,44,82,77,86,81,56,64,89,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
