x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24
1594,15275,2534,2188,2474,1672,2045,2606,5376,6940,7694,5558,3716,3554,1379,1027,1115,1222,1308,1511,1578,1216,27,0
21,20,23,25,27,33,17,24,17,15,8,18,16,19,18,19,23,24,24,23,23,18,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
