hr,LB_per_hr,UB_per_hr,CI_per_hr
1,1261.9229353354278,1653.9820160966624,258.8785829018332
3,1328.263052350128,1738.1418472245052,272.6926844142841
6,1361.649560220671,1467.9203803292928,241.4459021660102
12,1399.2179069085887,1522.7931665234753,267.9501029746961
24,1429.2985296531551,1708.1961670542385,265.1744872730232
48,1457.6925122837142,1540.2296827688465,241.94867387027602
