hr,LB_per_hr,UB_per_hr,CI_per_hr
1,1026.411390974373,1659.1408471141235,262.0930656247433
3,1241.8439351156308,1756.872505327284,273.8660257594479
6,1306.9520582487849,1408.2982994856823,219.21120758127233
12,1357.1362832845916,1537.5550229546097,242.4470414714863
24,1396.5474178770858,1746.9966341248717,281.5005344962287
48,1428.4474726992835,1693.6605382501923,273.036038612584
