hr,LB_per_hr,UB_per_hr,CI_per_hr
1,1169.9015467819313,1496.9808252765063,250.51269262426
3,1282.2794208224486,1715.6694427853138,258.1552678953243
6,1349.0754788951112,1618.6428978703038,249.39885898564856
12,1392.2057709611304,1605.818260257385,264.205805914021
24,1427.7141049244337,1587.7941517666832,271.7376137591013
48,1461.4758631624165,1556.4136766785218,239.630027230217
