x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24
0,0,0,0,0,16103,16088,16082,16097,0,0,0,0,0,0,0,0,3013,2697,2248,1866,0,0,0
0,0,0,0,0,10,5,7,6,0,0,0,0,0,0,0,0,28,38,5,6,0,0,0
4412,16098,16099,16116,16110,0,0,0,0,16086,16046,15732,13788,8895,5737,3872,3264,0,0,0,0,1833,74,0
