x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24
3758,10186,10186,10192,10187,10186,10185,10185,10192,10175,10162,9932,8693,5592,3626,2515,2104,2084,1853,1428,1255,1233,73,0
11,12,66,63,122,166,112,96,39,31,31,6,36,21,44,82,77,86,81,56,64,89,12,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
