x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24
4358,10186,10180,10177,10179,10172,10168,10168,10151,10133,10134,9878,8160,5531,3749,2506,2168,2025,1904,1486,1284,1284,75,0
13,3,7,8,5,8,7,8,10,13,7,49,196,102,39,32,44,19,50,8,8,4,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
