x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24
6880,19267,19262,19266,19267,19252,19245,19249,19235,19199,19199,18674,15603,10471,6930,4663,3807,3734,3500,2688,2254,2077,89,0
13,12,10,10,7,13,10,9,12,18,11,89,260,135,61,37,49,25,58,8,9,6,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
